country,Year,Electricity Total,Electricity per Person,Electricity per 500k,% Electricity per 500k,country_code
United States,1987,2740000000000.0,11200.0,5600000000.0,0.20437956204379562,USA
United States,1988,2880000000000.0,11600.0,5800000000.0,0.2013888888888889,USA
United States,1989,3160000000000.0,12600.0,6300000000.0,0.19936708860759494,USA
United States,1990,3230000000000.0,12800.0,6400000000.0,0.19814241486068113,USA
United States,1991,3270000000000.0,12800.0,6400000000.0,0.19571865443425077,USA
United States,1992,3280000000000.0,12800.0,6400000000.0,0.1951219512195122,USA
United States,1993,3400000000000.0,13100.0,6550000000.0,0.19264705882352942,USA
United States,1994,3460000000000.0,13200.0,6600000000.0,0.1907514450867052,USA
United States,1995,3570000000000.0,13400.0,6700000000.0,0.1876750700280112,USA
United States,1996,3660000000000.0,13600.0,6800000000.0,0.18579234972677597,USA
United States,1997,3720000000000.0,13700.0,6850000000.0,0.18413978494623656,USA
United States,1998,3860000000000.0,14000.0,7000000000.0,0.18134715025906736,USA
United States,1999,3940000000000.0,14100.0,7050000000.0,0.17893401015228427,USA
United States,2000,4050000000000.0,14400.0,7200000000.0,0.17777777777777778,USA
United States,2001,3980000000000.0,14000.0,7000000000.0,0.17587939698492464,USA
United States,2002,4110000000000.0,14300.0,7150000000.0,0.17396593673965938,USA
United States,2003,4140000000000.0,14300.0,7150000000.0,0.17270531400966183,USA
United States,2004,4230000000000.0,14500.0,7250000000.0,0.17139479905437352,USA
United States,2005,4320000000000.0,14600.0,7300000000.0,0.16898148148148148,USA
United States,2006,4330000000000.0,14500.0,7250000000.0,0.1674364896073903,USA
United States,2007,4430000000000.0,14700.0,7350000000.0,0.16591422121896163,USA
United States,2008,4390000000000.0,14500.0,7250000000.0,0.16514806378132119,USA
United States,2009,4210000000000.0,13700.0,6850000000.0,0.16270783847980996,USA
United States,2010,4390000000000.0,14200.0,7100000000.0,0.16173120728929385,USA
United States,2011,4360000000000.0,14000.0,7000000000.0,0.16055045871559634,USA
United States,2012,4310000000000.0,13800.0,6900000000.0,0.16009280742459397,USA
United States,2013,4330000000000.0,13700.0,6850000000.0,0.1581986143187067,USA
United States,2014,4360000000000.0,13700.0,6850000000.0,0.15711009174311927,USA
United States,2015,4350000000000.0,13600.0,6800000000.0,0.15632183908045977,USA
United States,2016,4350000000000.0,13500.0,6750000000.0,0.15517241379310345,USA
Uzbekistan,1985,47900000000.0,2650.0,1325000000.0,2.766179540709812,UZB
Uzbekistan,1986,52200000000.0,2810.0,1405000000.0,2.6915708812260535,UZB
Uzbekistan,1987,54800000000.0,2880.0,1440000000.0,2.627737226277372,UZB
Uzbekistan,1988,50600000000.0,2590.0,1295000000.0,2.559288537549407,UZB
Uzbekistan,1989,55900000000.0,2800.0,1400000000.0,2.5044722719141324,UZB
Uzbekistan,1990,56300000000.0,2750.0,1375000000.0,2.4422735346358793,UZB
Uzbekistan,1991,54200000000.0,2590.0,1295000000.0,2.38929889298893,UZB
Uzbekistan,1992,51100000000.0,2380.0,1190000000.0,2.328767123287671,UZB
Uzbekistan,1993,48700000000.0,2220.0,1110000000.0,2.2792607802874745,UZB
Uzbekistan,1994,47000000000.0,2100.0,1050000000.0,2.234042553191489,UZB
Uzbekistan,1995,47400000000.0,2070.0,1035000000.0,2.1835443037974684,UZB
Uzbekistan,1996,45400000000.0,1950.0,975000000.0,2.147577092511013,UZB
Uzbekistan,1997,46000000000.0,1940.0,970000000.0,2.108695652173913,UZB
Uzbekistan,1998,45900000000.0,1900.0,950000000.0,2.0697167755991286,UZB
Uzbekistan,1999,45300000000.0,1850.0,925000000.0,2.041942604856512,UZB
Uzbekistan,2000,46800000000.0,1880.0,940000000.0,2.0085470085470085,UZB
Uzbekistan,2001,46600000000.0,1850.0,925000000.0,1.9849785407725322,UZB
Uzbekistan,2002,49300000000.0,1930.0,965000000.0,1.9574036511156188,UZB
Uzbekistan,2003,48700000000.0,1890.0,945000000.0,1.9404517453798769,UZB
Uzbekistan,2004,49600000000.0,1900.0,950000000.0,1.9153225806451613,UZB
Uzbekistan,2005,47700000000.0,1800.0,900000000.0,1.8867924528301887,UZB
Uzbekistan,2006,49300000000.0,1830.0,915000000.0,1.8559837728194726,UZB
Uzbekistan,2007,49000000000.0,1790.0,895000000.0,1.8265306122448979,UZB
Uzbekistan,2008,50100000000.0,1810.0,905000000.0,1.8063872255489022,UZB
Uzbekistan,2009,50000000000.0,1780.0,890000000.0,1.78,UZB
Uzbekistan,2010,51700000000.0,1810.0,905000000.0,1.7504835589941974,UZB
Uzbekistan,2011,52400000000.0,1800.0,900000000.0,1.717557251908397,UZB
Uzbekistan,2012,52500000000.0,1780.0,890000000.0,1.6952380952380952,UZB
Uzbekistan,2013,54200000000.0,1810.0,905000000.0,1.669741697416974,UZB
Uzbekistan,2014,55600000000.0,1820.0,910000000.0,1.6366906474820144,UZB
Uzbekistan,2015,57600000000.0,1860.0,930000000.0,1.6145833333333333,UZB
Uzbekistan,2016,58900000000.0,1870.0,935000000.0,1.5874363327674024,UZB
Venezuela,1985,47300000000.0,2700.0,1350000000.0,2.854122621564482,VEN
Venezuela,1986,50100000000.0,2790.0,1395000000.0,2.784431137724551,VEN
Venezuela,1987,54100000000.0,2940.0,1470000000.0,2.7171903881700556,VEN
Venezuela,1988,58200000000.0,3080.0,1540000000.0,2.6460481099656357,VEN
Venezuela,1989,57600000000.0,2970.0,1485000000.0,2.578125,VEN
Venezuela,1990,59300000000.0,2990.0,1495000000.0,2.521079258010118,VEN
Venezuela,1991,63300000000.0,3120.0,1560000000.0,2.4644549763033177,VEN
Venezuela,1992,67400000000.0,3240.0,1620000000.0,2.4035608308605343,VEN
Venezuela,1993,69400000000.0,3260.0,1630000000.0,2.3487031700288186,VEN
Venezuela,1994,71200000000.0,3280.0,1640000000.0,2.303370786516854,VEN
Venezuela,1995,73400000000.0,3310.0,1655000000.0,2.2547683923705724,VEN
Venezuela,1996,75600000000.0,3340.0,1670000000.0,2.208994708994709,VEN
Venezuela,1997,78100000000.0,3380.0,1690000000.0,2.1638924455825865,VEN
Venezuela,1998,80900000000.0,3430.0,1715000000.0,2.119901112484549,VEN
Venezuela,1999,80600000000.0,3350.0,1675000000.0,2.0781637717121586,VEN
Venezuela,2000,85200000000.0,3480.0,1740000000.0,2.0422535211267605,VEN
Venezuela,2001,90100000000.0,3610.0,1805000000.0,2.0033296337402886,VEN
Venezuela,2002,89400000000.0,3520.0,1760000000.0,1.9686800894854586,VEN
Venezuela,2003,90100000000.0,3480.0,1740000000.0,1.9311875693673697,VEN
Venezuela,2004,96900000000.0,3680.0,1840000000.0,1.8988648090815274,VEN
Venezuela,2005,104000000000.0,3900.0,1950000000.0,1.875,VEN
Venezuela,2006,111000000000.0,4060.0,2030000000.0,1.8288288288288288,VEN
Venezuela,2007,114000000000.0,4110.0,2055000000.0,1.8026315789473684,VEN
Venezuela,2008,119000000000.0,4240.0,2120000000.0,1.781512605042017,VEN
Venezuela,2009,125000000000.0,4370.0,2185000000.0,1.748,VEN
Venezuela,2010,117000000000.0,4020.0,2010000000.0,1.7179487179487178,VEN
Venezuela,2011,123000000000.0,4170.0,2085000000.0,1.6951219512195121,VEN
Venezuela,2012,128000000000.0,4280.0,2140000000.0,1.671875,VEN
Venezuela,2013,128000000000.0,4210.0,2105000000.0,1.64453125,VEN
Venezuela,2014,110000000000.0,3590.0,1795000000.0,1.6318181818181818,VEN
Venezuela,2015,128000000000.0,4100.0,2050000000.0,1.6015625,VEN
Venezuela,2016,116000000000.0,3660.0,1830000000.0,1.5775862068965518,VEN
Vietnam,1985,5070000000.0,83.0,41500000.0,0.8185404339250493,VNM
Vietnam,1986,5680000000.0,91.0,45500000.0,0.801056338028169,VNM
Vietnam,1987,6210000000.0,97.3,48650000.0,0.78341384863124,VNM
Vietnam,1988,6960000000.0,106.0,53000000.0,0.7614942528735632,VNM
Vietnam,1989,7950000000.0,119.0,59500000.0,0.7484276729559748,VNM
Vietnam,1990,8680000000.0,127.0,63500000.0,0.7315668202764977,VNM
Vietnam,1991,9210000000.0,132.0,66000000.0,0.7166123778501629,VNM
Vietnam,1992,9710000000.0,136.0,68000000.0,0.7003089598352215,VNM
Vietnam,1993,10700000000.0,147.0,73500000.0,0.6869158878504673,VNM
Vietnam,1994,12300000000.0,166.0,83000000.0,0.6747967479674797,VNM
Vietnam,1995,14700000000.0,195.0,97500000.0,0.6632653061224489,VNM
Vietnam,1996,17000000000.0,222.0,111000000.0,0.6529411764705882,VNM
Vietnam,1997,19300000000.0,249.0,124500000.0,0.6450777202072538,VNM
Vietnam,1998,21700000000.0,277.0,138500000.0,0.6382488479262672,VNM
Vietnam,1999,23600000000.0,297.0,148500000.0,0.6292372881355932,VNM
Vietnam,2000,26700000000.0,332.0,166000000.0,0.6217228464419475,VNM
Vietnam,2001,30700000000.0,378.0,189000000.0,0.6156351791530945,VNM
Vietnam,2002,35900000000.0,438.0,219000000.0,0.6100278551532033,VNM
Vietnam,2003,40500000000.0,490.0,245000000.0,0.6049382716049383,VNM
Vietnam,2004,46200000000.0,553.0,276500000.0,0.5984848484848485,VNM
Vietnam,2005,52100000000.0,618.0,309000000.0,0.5930902111324377,VNM
Vietnam,2006,57900000000.0,681.0,340500000.0,0.5880829015544041,VNM
Vietnam,2007,64100000000.0,747.0,373500000.0,0.5826833073322933,VNM
Vietnam,2008,71000000000.0,818.0,409000000.0,0.576056338028169,VNM
Vietnam,2009,80600000000.0,921.0,460500000.0,0.5713399503722084,VNM
Vietnam,2010,91700000000.0,1040.0,520000000.0,0.5670665212649946,VNM
Vietnam,2011,102000000000.0,1130.0,565000000.0,0.553921568627451,VNM
Vietnam,2012,115000000000.0,1270.0,635000000.0,0.5521739130434783,VNM
Vietnam,2013,124000000000.0,1360.0,680000000.0,0.5483870967741935,VNM
Vietnam,2014,142000000000.0,1540.0,770000000.0,0.5422535211267606,VNM
Vietnam,2015,160000000000.0,1710.0,855000000.0,0.534375,VNM
Vietnam,2016,176000000000.0,1860.0,930000000.0,0.5284090909090909,VNM
